6.298976443165568706e-02,2.509776173917819264e-01,2.374072650080822910e-01
6.298976442550624499e-02,2.509776173795309484e-01,2.374072650008893504e-01
2.115516192872491166e-02,1.454481417163000778e-01,1.337011386298783966e-01
2.115516193981814563e-02,1.454481417544347399e-01,1.337011386519894041e-01
4.434678947212110367e-02,2.105867742098755380e-01,1.713154897446677039e-01
4.434678945949684786e-02,2.105867741799015425e-01,1.713154896797972060e-01
7.372124473277415213e-02,2.715165643801021322e-01,2.234023085923091956e-01
7.723002419373273253e-02,2.779029042556639406e-01,2.389766759023881082e-01
7.866962326481768963e-02,2.804810568733968612e-01,2.429104924289151313e-01
6.701843564128306951e-02,2.588791912094965397e-01,2.157155194638127049e-01
4.722963861808997243e-02,2.173238105180607393e-01,1.853182462247943141e-01
9.513723770430987381e-02,3.084432487578709914e-01,2.546478450490968770e-01
6.016496356577700350e-02,2.452854736134551517e-01,1.717081465869850776e-01
8.080946198855604168e-02,2.842700511636004901e-01,2.424876417834392339e-01
9.521090216279728957e-02,3.085626389613578824e-01,2.529042609500675720e-01
7.751178359062198264e-02,2.784093812906131005e-01,2.361997175510526237e-01
7.721782613671390738e-02,2.778809567723450891e-01,2.218601835971714398e-01
1.316108725833187165e-01,3.627821282578825302e-01,3.107393749490067192e-01
4.399523245044324044e-02,2.097504051258143321e-01,1.662825460369157238e-01
7.277377370531509793e-02,2.697661463292143624e-01,2.322353859822291755e-01
7.176887175141208330e-02,2.678971290466026778e-01,2.290321248664367870e-01
7.857537976590892037e-02,2.803130032051829867e-01,2.314462158747166154e-01
7.116940286207022737e-02,2.667759413104379140e-01,2.378753671663191294e-01
8.839853692373510208e-02,2.973189145071922779e-01,2.505197554285975015e-01
7.156602700523878591e-02,2.675182741519516738e-01,2.347054925803924719e-01
9.050739240000599262e-02,3.008444654634783166e-01,2.445274271515216757e-01
8.614210232853497518e-02,2.934997484301050674e-01,2.580571631450681580e-01
6.445781087018008504e-02,2.538854286290965767e-01,2.223084134162932046e-01
7.537166864874635108e-02,2.745390111600651273e-01,2.253961375582874405e-01
7.627759775514782181e-02,2.761839925758692860e-01,2.164872575796683019e-01
7.675689947578669126e-02,2.770503554875660135e-01,2.370296598870205995e-01
9.003259832175319888e-02,3.000543256174674767e-01,2.495504171864098841e-01
5.846781791642082643e-02,2.418011950268666999e-01,2.155615936674061262e-01
9.061923047442728418e-02,3.010302816568912743e-01,2.430151104889190505e-01
4.707862599146203642e-02,2.169760954378662232e-01,1.659981565073851972e-01
6.020719482564378111e-02,2.453715444497258369e-01,1.980717342052665531e-01
4.946590725928245308e-02,2.224093236788477201e-01,1.853697057026756079e-01
6.699924882038288398e-02,2.588421310768069250e-01,2.248521968467959431e-01
5.623490079276663445e-02,2.371389904523645287e-01,1.988030246306336513e-01
8.471523724262172705e-02,2.910588209325079556e-01,2.395644287885350110e-01
6.064197603434699074e-02,2.462559157347229966e-01,2.090516325118980112e-01
5.450349460449280259e-02,2.334598350990867988e-01,1.992684681299258798e-01
6.749304324001195732e-02,2.597942324995148322e-01,2.104285294027725128e-01
7.182641192605736247e-02,2.680044998242704368e-01,2.179047899047153181e-01
5.932076005238642175e-02,2.435585351663669684e-01,2.199832452435974972e-01
6.867670968343880800e-02,2.620624156254360848e-01,2.157311429513297518e-01
7.020194687776473708e-02,2.649564999726648495e-01,2.137320984368848986e-01
9.818187533025983516e-02,3.133398719126881948e-01,2.631719077996485523e-01
1.244575587991683524e-01,3.527854288362380353e-01,2.808880304549866702e-01
9.842767987321675294e-02,3.137318598313164064e-01,2.592681938922752893e-01
6.936273089152508731e-02,2.633680521466585933e-01,2.101987412501316044e-01
8.652650376019013767e-02,2.941538776902152819e-01,2.583235614027120652e-01
7.011732703929227095e-02,2.647967655378219987e-01,2.187892201649603852e-01
4.763064876024982602e-02,2.182444701710671564e-01,1.773781768206085518e-01
1.003823875707113983e-01,3.168317969691669123e-01,2.566542033552813296e-01
8.956880277657559841e-02,2.992804751008251163e-01,2.468606556874160529e-01
2.256223346902506977e-02,1.502073016501696834e-01,1.301932693240726024e-01
2.978340185928118541e-02,1.725786830963812468e-01,1.488588418187775653e-01
2.026322268682851854e-02,1.423489469115543360e-01,1.182945763981485682e-01
2.901525276516055477e-02,1.703386414327663911e-01,1.370663036301550120e-01
2.209747798047108705e-02,1.486522047615543574e-01,1.196116927289970350e-01
2.361824480284779870e-02,1.536822852603636769e-01,1.339703750146019889e-01
4.082680532599018697e-02,2.020564409416096552e-01,1.747055036997713362e-01
3.425537392494704819e-02,1.850820734834874581e-01,1.416077377612842414e-01
3.367562240400248652e-02,1.835091888816537953e-01,1.443311441751989332e-01
1.445364190522491557e-02,1.202233001760678460e-01,8.667390406201885833e-02
1.965943704716651211e-02,1.402121144807627340e-01,1.113928601899458748e-01
2.727380352262593136e-02,1.651478232451942807e-01,1.394938250526492063e-01
3.304537041591266294e-02,1.817838563126898399e-01,1.411610484850190361e-01
5.308304684593331824e-02,2.303975842884063707e-01,1.752907905269647515e-01
2.642362894796266778e-02,1.625534648906711843e-01,1.384549203312026300e-01
2.945347817904909668e-02,1.716201566805283518e-01,1.394228689839059898e-01
3.286656347024469876e-02,1.812913772639082322e-01,1.427281003922351577e-01
3.951783006882529647e-02,1.987909204889028447e-01,1.632591197250556070e-01
3.476332256628827944e-02,1.864492493047056609e-01,1.629502346125730472e-01
3.488651453447783046e-02,1.867793204144340691e-01,1.444365252321914428e-01
3.386650446175648588e-02,1.840285425192420554e-01,1.513678261120718349e-01
3.537795991404601992e-02,1.880902972352535285e-01,1.540869560781760461e-01
4.011670707618874426e-02,2.002915551794152427e-01,1.594909215890485954e-01
3.503320467215941675e-02,1.871715915200792835e-01,1.606560035182521828e-01
3.509377443053902229e-02,1.873333243994218522e-01,1.521855620127704756e-01
3.627354065209222045e-02,1.904561383943615960e-01,1.536518723389296848e-01
3.684862120357655646e-02,1.919599468732385295e-01,1.662391484426207211e-01
3.631856663812892128e-02,1.905743073924943409e-01,1.604620160488063052e-01
2.945685914442766964e-02,1.716300065385644447e-01,1.462459007727273386e-01
3.824862365147192050e-02,1.955725534206472493e-01,1.599261490446907408e-01
4.050158977124958259e-02,2.012500677546459338e-01,1.702367682430155349e-01
3.485376163149984247e-02,1.866916217496110419e-01,1.604099303583628733e-01
3.019041176509104293e-02,1.737538827338573344e-01,1.331663532358383639e-01
4.053332673176580220e-02,2.013289018789051199e-01,1.700245076920779141e-01
3.222877624204827790e-02,1.795237484068563927e-01,1.433988241732143121e-01
3.219828883335387748e-02,1.794388164064673052e-01,1.507892697298040541e-01
2.751277261973971919e-02,1.658697459446409062e-01,1.202064699359268324e-01
2.853188115895199939e-02,1.689138276132300387e-01,1.363069012283152914e-01
3.447501130742916531e-02,1.856744767258795004e-01,1.469422133172216816e-01
3.132816089304768514e-02,1.769976296255056647e-01,1.431137154533839440e-01
3.411550352722461654e-02,1.847038265094272935e-01,1.485335455703718499e-01
3.658178878915326060e-02,1.912636630130074011e-01,1.633721034032155905e-01
2.069537933059894044e-02,1.438588868669535559e-01,1.230468314113809525e-01
2.772985034933752452e-02,1.665228223077471204e-01,1.290134191559171584e-01
2.660129521757422649e-02,1.630990349989055732e-01,1.260932561112060313e-01
3.351869014895392240e-02,1.830811026538619046e-01,1.633119499993790358e-01
4.205865285944188764e-02,2.050820637194825102e-01,1.755748909826629345e-01
2.737814444288601962e-02,1.654634232780345382e-01,1.355669922248315118e-01
2.680806883312060115e-02,1.637316977042643507e-01,1.315252955113213329e-01
3.573596704205549840e-02,1.890395912026247849e-01,1.501223131527447407e-01
3.224973341390169335e-02,1.795821077220715045e-01,1.493493948102751212e-01
2.022084920387988080e-02,1.422000323624431628e-01,1.194298601527000320e-01
2.375679340926217797e-02,1.541323892284232888e-01,1.178770134542956455e-01
1.999222666949080837e-02,1.413938706927949096e-01,1.092054481306366231e-01
4.091279107204699728e-02,2.022691055797869453e-01,1.734843208815741167e-01
2.884837860085348940e-02,1.698481044959097852e-01,1.270042086254938862e-01
3.331548538190951675e-02,1.825253006624273922e-01,1.454950080915249633e-01
3.874588949303909430e-02,1.968397558752781329e-01,1.520081401155873591e-01
3.092781100332151964e-02,1.758630461561539182e-01,1.486865651440606451e-01
3.352161273990373475e-02,1.830890841637035915e-01,1.487134855107424825e-01
3.391203929590124594e-02,1.841522177327800935e-01,1.405926116818797533e-01
1.552396752681349176e-02,1.245952147027063472e-01,1.020913715027250424e-01
2.111711888587277861e-02,1.453173041515454789e-01,1.148907800001425505e-01
3.043346894962388818e-02,1.744519101346382051e-01,1.513421179770068903e-01
4.565087979697032144e-02,2.136606650672283336e-01,1.789307461672487998e-01
5.194606820137469272e-02,2.279168010511175291e-01,1.863393727873021433e-01
3.917940897745814111e-02,1.979378917172205932e-01,1.531234280232962042e-01
3.353263934338991670e-02,1.831191943609132289e-01,1.527697817337308472e-01
3.420739700439062031e-02,1.849524182172015419e-01,1.564520662122249328e-01
3.852438868515475900e-02,1.962763069887824285e-01,1.528195207678409162e-01
4.465600591342337722e-02,2.113196770616105613e-01,1.843529817839318352e-01
4.228819556888117892e-02,2.056409384555545616e-01,1.678397571929170773e-01
5.027356582680182068e-02,2.242176750990024503e-01,1.855623275131895178e-01
2.981931492739061176e-02,1.726827001392745586e-01,1.485862155505356386e-01
3.658914056308994189e-02,1.912828809985094858e-01,1.572759818463705661e-01
2.800158599681295407e-02,1.673367443116214048e-01,1.301260868240086965e-01
4.084258283479094698e-02,2.020954795011282445e-01,1.754868397051036200e-01
3.435034119189227936e-02,1.853384503871020328e-01,1.552819588565776399e-01
2.693208763659049251e-02,1.641099864011647813e-01,1.282344112205081599e-01
3.764148145353057862e-02,1.940141269431960303e-01,1.591794865796599123e-01
3.521303948061216965e-02,1.876513775078993973e-01,1.586477329005161752e-01
3.432592054219633926e-02,1.852725574449609058e-01,1.508084804050552619e-01
2.984366298061159536e-02,1.727531851533035956e-01,1.344725471141481887e-01
2.430210457693261078e-02,1.558913229687034496e-01,1.306222073241884440e-01
2.286931277211638053e-02,1.512260320583608264e-01,1.255405617978802291e-01
5.163349325220338570e-02,2.272300447832622805e-01,1.833508537359721802e-01
3.563512333575376972e-02,1.887726763484423587e-01,1.445290795705617415e-01
